课程号,课序号,课程名,开课系所,容量,选课人数,余量,总学时,学分,星期,节次,持续节次,上课地点,上课周次,教师号1,教师名1,教师号2,教师名2,面向学生
20L509Q,02,工程热力学,机电,70,39,31,64,4,5,4,2,主校区逸夫教学楼YF413,"1,3,5,7,9,11,13,15周",330,陈淑玲,,,热动0901 热动0902 热动0903 *
20L509Q,02,工程热力学,机电,70,39,31,64,4,3,2,2,主校区逸夫教学楼YF413,1-16周,330,陈淑玲,,,热动0901 热动0902 热动0903 *
20L510Q,01,热流体工程,机电,45,21,24,80,5,1,1,2,主校区逸夫教学楼YF东701,1-16周,6455,徐宇工,7988,卢梅 ,热动0901 热动0902 热动0903 *
20L510Q,01,热流体工程,机电,45,21,24,80,5,5,1,2,主校区逸夫教学楼YF东701,1-16周,6455,徐宇工,7988,卢梅 ,热动0901 热动0902 热动0903 *
20L510Q,01,热流体工程,机电,45,21,24,80,5,3,1,2,主校区逸夫教学楼YF东701,1-16周,6455,徐宇工,7988,卢梅 ,热动0901 热动0902 热动0903 *
20L510Q,02,热流体工程,机电,45,38,7,80,5,3,1,2,主校区逸夫教学楼YF504,1-16周,6136,宁智,7431,贾力 ,热动0901 热动0902 热动0903 *
20L510Q,02,热流体工程,机电,45,38,7,80,5,1,1,2,主校区逸夫教学楼YF504,1-16周,6136,宁智,7431,贾力 ,热动0901 热动0902 热动0903 *
20L510Q,02,热流体工程,机电,45,38,7,80,5,5,1,2,主校区逸夫教学楼YF504,1-16周,6136,宁智,7431,贾力 ,热动0901 热动0902 热动0903 *
20L512Q,01,热工控制系统,机电,50,8,42,32,2,4,2,2,主校区逸夫教学楼YF东702,1-8周,6759,宋泾舸,,,热动0801 热动0802 热动0803 *
20L512Q,01,热工控制系统,机电,50,8,42,32,2,2,2,2,主校区逸夫教学楼YF东702,1-8周,6759,宋泾舸,,,热动0801 热动0802 热动0803 *
20L514Q,01,电厂集控运行,机电,30,8,22,32,2,2,1,2,主校区机械楼Z310,9-16周,6737,杨飞,,,热动0801 热动0802 热动0803 *
20L514Q,01,电厂集控运行,机电,30,8,22,32,2,5,1,2,主校区机械楼Z310,9-16周,6737,杨飞,,,热动0801 热动0802 热动0803 *
20L517Q,01,汽车电子技术,机电,90,44,46,32,2,1,4,2,主校区思源西楼SX101,1-8周,7496,郭林福,,,热动0801 热动0802 热动0803 *
20L517Q,01,汽车电子技术,机电,90,44,46,32,2,3,4,2,主校区思源西楼SX101,1-8周,7496,郭林福,,,热动0801 热动0802 热动0803 *
20L525Q,01,汽车安全工程,机电,50,8,42,32,2,1,2,2,主校区逸夫教学楼YF东705,9-16周,7982,陈宏伟,,,热动0801 热动0802 热动0803 *
20L525Q,01,汽车安全工程,机电,50,8,42,32,2,4,2,2,主校区逸夫教学楼YF东705,9-16周,7982,陈宏伟,,,热动0801 热动0802 热动0803 *
20L542Q,01,内燃机构造与设计,机电,90,62,28,32,2,4,4,2,主校区思源西楼SX101,1-8周,6252,刘伟2,,,热动0801 热动0802 热动0803 *
20L542Q,01,内燃机构造与设计,机电,90,62,28,32,2,2,4,2,主校区逸夫教学楼YF615,1-8周,6252,刘伟2,,,热动0801 热动0802 热动0803 *
20L545Q,01,热力发电厂,机电,30,8,22,32,2,1,1,2,主校区机械楼Z301,1-8周,6737,杨飞,,,热动0801 热动0802 热动0803 *
20L545Q,01,热力发电厂,机电,30,8,22,32,2,4,1,2,主校区机械楼Z301,1-8周,6737,杨飞,,,热动0801 热动0802 热动0803 *
20L547Q,01,新能源汽车,机电,50,17,33,32,2,6,1,2,主校区思源楼SY107,3-13周上,7429,耿聪,,,热动0801 热动0802 热动0803 *
20L601Q,01,机械制造技术基础(B),机电,60,45,15,32,2,3,2,2,主校区思源西楼SX403,1-16周,6117,宋志坤,,,机械0906 机械0907
20L609Q,01,工程经济,机电,50,29,21,32,2,3,2,2,主校区逸夫教学楼YF东701,1-16周,6065,朱晓敏,,,工业0901
20L624Q,01,工业工程导论,机电,3,0,3,32,2,3,4,2,东校区东教一楼DQ110,2-17周上,6068,鄂明成,,,机电1114
20L626Q,01,机械设计基础 1,机电,40,22,18,48,3,1,2,2,主校区逸夫教学楼YF205,1-16周,6790,刘之汀,,,机电1014 思源1001 思源1002 思源1003 思源1004 *
20L626Q,01,机械设计基础 1,机电,40,22,18,48,3,5,5,2,主校区逸夫教学楼YF104,"2,4,6,8,10,12,14,16周上",6790,刘之汀,,,机电1014 思源1001 思源1002 思源1003 思源1004 *
20L630Q,01,制造工程概论,机电,40,23,17,64,4,5,4,2,主校区逸夫教学楼YF304,1-16周,8263,王纪武,,,工业0901
20L630Q,01,制造工程概论,机电,40,23,17,64,4,3,1,2,主校区逸夫教学楼YF304,"1,3,5,7,9,11,13,15周",8263,王纪武,,,工业0901
20L630Q,01,制造工程概论,机电,40,23,17,64,4,1,1,2,主校区逸夫教学楼YF204,1-16周,8263,王纪武,,,工业0901
20L631Q,01,自动化制造系统,机电,40,24,16,64,4,2,1,2,主校区思源楼SY202,1-16周,7909,王恒,,,工业0901
20L631Q,01,自动化制造系统,机电,40,24,16,64,4,5,1,2,主校区思源楼SY202,1-16周,7909,王恒,,,工业0901
20L631Q,01,自动化制造系统,机电,40,24,16,64,4,3,1,2,主校区逸夫教学楼YF514,"2,4,6,8,10,12,14,16周上",7909,王恒,,,工业0901
20L635Q,01,系统建模与仿真（双语）,机电,50,33,17,32,2,2,2,2,主校区逸夫教学楼YF302,1-16周,7596,刘阶萍,,,工业0901
20S004T,01,工程训练（A）,机电,120,120,0,0,3,1,5,2,主校区工程素质中心一层,1-12周上,3339,韩同样,7514,李荣华 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,01,工程训练（A）,机电,120,120,0,0,3,1,6,2,主校区工程素质中心一层,1-12周上,3339,韩同样,7514,李荣华 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,02,工程训练（A）,机电,120,52,68,0,3,6,1,2,主校区工程素质中心一层,1-12周上,3340,张若达,328,李长虹 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,02,工程训练（A）,机电,120,52,68,0,3,6,4,2,主校区工程素质中心一层,1-12周上,3340,张若达,328,李长虹 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,02,工程训练（A）,机电,120,52,68,0,3,6,2,2,主校区工程素质中心一层,1-12周上,3340,张若达,328,李长虹 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,02,工程训练（A）,机电,120,52,68,0,3,6,5,2,主校区工程素质中心一层,1-12周上,3340,张若达,328,李长虹 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,03,工程训练（A）,机电,90,90,0,0,3,4,4,2,主校区工程素质中心一层,1-12周上,3345,胡燕士,7282,邢书明 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,03,工程训练（A）,机电,90,90,0,0,3,4,5,2,主校区工程素质中心一层,1-12周上,3345,胡燕士,7282,邢书明 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,03,工程训练（A）,机电,90,90,0,0,3,4,6,2,主校区工程素质中心一层,1-12周上,3345,胡燕士,7282,邢书明 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,04,工程训练（A）,机电,120,108,12,0,3,2,4,2,主校区工程素质中心一层,1-12周上,3313,孔繁征,316,张励忠 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,04,工程训练（A）,机电,120,108,12,0,3,2,5,2,主校区工程素质中心一层,1-12周上,3313,孔繁征,316,张励忠 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S004T,04,工程训练（A）,机电,120,108,12,0,3,2,6,2,主校区工程素质中心一层,1-12周上,3313,孔繁征,316,张励忠 ,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 机电1014 机电1015 *
20S166Q,01,机械系统创新设计综合实践,机电,350,329,21,0,3,6,1,2,主校区不要教室,18周上,303,李德才,,,测控0901 测控0902 测控0903 机械0901 机械0902 机械0903 机械0904 机械0905 机械0906 机械0907 热动0901 热动0902 热动0903 *
20S309Q,01,现代设计与制造综合实践,机电,160,142,18,0,3,6,1,2,主校区不要教室,18周上,7762,蔡永林,,,机械0801 机械0802 机械0803 机械0804 机械0805 *
20S311Q,01,动车组制造与运用综合实践,机电,70,60,10,0,3,6,1,2,主校区不要教室,18周上,7576,王文静,329,宋永增 ,机械0806 机械0807
20S367Q,01,动车组运用综合实践,机电,70,33,37,0,3,6,1,2,主校区不要教室,18周上,7334,吴鑫,7945,岳建海 ,机械0806 机械0807
20S408Q,01,光机电一体化测控系统综合实践,机电,90,80,10,0,3,6,1,2,主校区不要教室,18周上,8094,延皓,6760,"杜秀霞 ,6972",测控0801 测控0802 测控0803 *
20S509Q,01,热工综合实验,机电,45,44,1,16,1,1,5,2,主校区机械楼Z601实验室,"9,11,13,15周上",6149,何涛,,,热动0901 热动0902 热动0903 *
20S509Q,01,热工综合实验,机电,45,44,1,16,1,1,4,2,主校区机械楼Z601实验室,"9,11,13,15周上",6149,何涛,,,热动0901 热动0902 热动0903 *
20S509Q,02,热工综合实验,机电,45,14,31,16,1,5,4,2,主校区机械楼Z601实验室,"10,12,14,16周上",6149,何涛,,,热动0901 热动0902 热动0903 *
20S509Q,02,热工综合实验,机电,45,14,31,16,1,5,5,2,主校区机械楼Z601实验室,"10,12,14,16周上",6149,何涛,,,热动0901 热动0902 热动0903 *
20S603Q,01,自动化制造系统CDIO综合实践,机电,40,24,16,0,3,6,1,2,主校区不要教室,18周上,8377,沈海阔,,,工业0901
20S606Q,01,机器创意设计实践,机电,30,30,0,32,2,5,2,2,主校区机械楼Z402实验室,1-8周,364,洪建平,,,机电1006 机电1007
20S606Q,01,机器创意设计实践,机电,30,30,0,32,2,3,1,2,主校区机械楼Z402实验室,1-8周,364,洪建平,,,机电1006 机电1007
20S606Q,02,机器创意设计实践,机电,30,30,0,32,2,3,1,2,主校区机械楼Z402实验室,9-16周,364,洪建平,,,机电1014
20S606Q,02,机器创意设计实践,机电,30,30,0,32,2,5,2,2,主校区机械楼Z402实验室,9-16周,364,洪建平,,,机电1014
20S607Q,01,创业综合实践,机电,40,22,18,0,3,6,1,2,主校区不要教室,18周上,7314,陆一平,,,工业0801
30L001T,01,工程制图(B),土建,65,40,25,32,2,4,5,2,东校区东教一楼DQ306,1-16周,5797,邝明,,,材化1001 材化1002
30L001T,02,工程制图(B),土建,5,5,0,32,2,1,5,2,东校区东教一楼DQ305,2-17周上,600,李雪梅1,,,运输1101 运输1102
30L001T,03,工程制图(B),土建,5,5,0,32,2,5,4,2,东校区东教一楼DQ505,2-17周上,5797,邝明,,,运输1103 运输1104
30L001T,04,工程制图(B),土建,10,10,0,32,2,3,5,2,东校区东教一楼DQ402,2-17周上,5797,邝明,,,运输1105 运输1106
30L001T,05,工程制图(B),土建,5,5,0,32,2,3,4,2,东校区东教一楼DQ107,2-17周上,600,李雪梅1,,,运输1107 运输1108
30L001T,06,工程制图(B),土建,5,4,1,32,2,1,4,2,东校区东教一楼DQ203,2-17周上,6449,高悦,,,运输1109 运输1110
30L001T,07,工程制图(B),土建,10,9,1,32,2,2,5,2,东校区东教一楼DQ103,2-17周上,6449,高悦,,,工管1101
30L002T,01,环境学概论,土建,60,60,0,32,2,7,1,2,主校区思源楼SY107,3-13周上,6769,田秀君,,,
30L002T,02,环境学概论,土建,60,59,1,32,2,1,6,2,主校区逸夫教学楼YF309,1-16周,6768,张琼,,,
30L008T,01,土木工程专业英语,土建,90,53,37,48,3,1,6,2,主校区思源东楼SD203,"2,4,6,8,10,12,14,16周上",6459,项彦勇,8315,陈曦 ,
30L008T,01,土木工程专业英语,土建,90,53,37,48,3,4,6,2,主校区思源东楼SD203,1-16周,6459,项彦勇,8315,陈曦 ,
30L010T,01,环境工程专业英语,土建,40,24,16,48,3,2,6,2,主校区逸夫教学楼YF204,"1,3,5,7,9,11,13,15周",6765,李进,7350,王锦 ,
30L010T,01,环境工程专业英语,土建,40,24,16,48,3,5,6,2,主校区逸夫教学楼YF204,1-16周,6765,李进,7350,王锦 ,
30L094Q,01,建筑结构抗震,土建,60,14,46,32,2,2,1,2,主校区思源东楼SD103,9-16周,8162,江辉,,,土木0801 土木0802 土木0803 土木0804 土木0805 土木0806 土木0807 土木0808 土木0809 *
30L094Q,01,建筑结构抗震,土建,60,14,46,32,2,5,1,2,主校区思源东楼SD103,9-16周,8162,江辉,,,土木0801 土木0802 土木0803 土木0804 土木0805 土木0806 土木0807 土木0808 土木0809 *
30L107Q,01,城市规划原理,建艺,80,27,53,32,2,3,2,2,主校区思源西楼SX404,9-16周,8338,卢源,,,工管0901
30L107Q,01,城市规划原理,建艺,80,27,53,32,2,5,5,2,主校区思源西楼SX404,9-16周,8338,卢源,,,工管0901
30L115Q,01,工程力学(D),土建,90,29,61,64,4,4,4,2,主校区思源西楼SX205,1-16周,8245,陈阿丽,,,环境0901
30L115Q,01,工程力学(D),土建,90,29,61,64,4,1,4,2,主校区思源西楼SX205,1-16周,8245,陈阿丽,,,环境0901
30L117Q,01,理论力学,土建,50,28,22,64,4,3,5,2,主校区逸夫教学楼YF313,1-16周,5829,税国双,,,机电1015
30L117Q,01,理论力学,土建,50,28,22,64,4,1,4,2,主校区逸夫教学楼YF313,1-16周,5829,税国双,,,机电1015
30L117Q,01,理论力学,土建,50,28,22,64,4,5,4,2,主校区逸夫教学楼YF505,"1,3,5,7,9,11,13,15周",5829,税国双,,,机电1015
30L117Q,02,理论力学,土建,74,74,0,64,4,1,4,2,主校区逸夫教学楼YF413,1-16周,4061,蒋永莉,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,02,理论力学,土建,74,74,0,64,4,5,4,2,主校区逸夫教学楼YF507,"1,3,5,7,9,11,13,15周",4061,蒋永莉,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,02,理论力学,土建,74,74,0,64,4,3,5,2,主校区逸夫教学楼YF413,1-16周,4061,蒋永莉,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,03,理论力学,土建,73,73,0,64,4,5,4,2,主校区逸夫教学楼YF606,"1,3,5,7,9,11,13,15周",6789,祝瑛,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,03,理论力学,土建,73,73,0,64,4,1,4,2,主校区逸夫教学楼YF414,1-16周,6789,祝瑛,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,03,理论力学,土建,73,73,0,64,4,3,5,2,主校区逸夫教学楼YF414,1-16周,6789,祝瑛,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,04,理论力学,土建,73,73,0,64,4,5,4,2,主校区逸夫教学楼YF608,"1,3,5,7,9,11,13,15周",6391,邹翠荣,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,04,理论力学,土建,73,73,0,64,4,3,5,2,主校区逸夫教学楼YF415,1-16周,6391,邹翠荣,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,04,理论力学,土建,73,73,0,64,4,1,4,2,主校区逸夫教学楼YF415,1-16周,6391,邹翠荣,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,05,理论力学,土建,73,73,0,64,4,3,5,2,主校区逸夫教学楼YF508,1-16周,6021,梁小燕,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,05,理论力学,土建,73,73,0,64,4,5,4,2,主校区逸夫教学楼YF609,"1,3,5,7,9,11,13,15周",6021,梁小燕,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,05,理论力学,土建,73,73,0,64,4,1,4,2,主校区逸夫教学楼YF508,1-16周,6021,梁小燕,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,06,理论力学,土建,73,56,17,64,4,1,4,2,主校区逸夫教学楼YF513,1-16周,8403,谷宇,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,06,理论力学,土建,73,56,17,64,4,3,5,2,主校区逸夫教学楼YF513,1-16周,8403,谷宇,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,06,理论力学,土建,73,56,17,64,4,5,4,2,主校区逸夫教学楼YF614,"1,3,5,7,9,11,13,15周",8403,谷宇,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,07,理论力学,土建,73,57,16,64,4,1,4,2,主校区逸夫教学楼YF514,1-16周,7731,刘颖2,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,07,理论力学,土建,73,57,16,64,4,5,4,2,主校区逸夫教学楼YF615,"1,3,5,7,9,11,13,15周",7731,刘颖2,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L117Q,07,理论力学,土建,73,57,16,64,4,3,5,2,主校区逸夫教学楼YF514,1-16周,7731,刘颖2,,,机电1001 机电1002 机电1003 机电1004 机电1005 机电1006 机电1007 机电1008 机电1009 机电1010 机电1011 机电1012 机电1013 *
30L126Q,01,建筑材料(A),土建,40,35,5,32,2,2,6,2,主校区逸夫教学楼YF610,1-8周,6369,安明喆,,,工管1001
30L126Q,01,建筑材料(A),土建,40,35,5,32,2,4,6,2,主校区逸夫教学楼YF610,1-8周,6369,安明喆,,,工管1001
30L132Q,01,结构力学(A),土建,40,40,0,80,5,1,5,2,主校区思源西楼SX506,1-16周,5785,于桂兰,,,土木0901
30L132Q,01,结构力学(A),土建,40,40,0,80,5,5,4,2,主校区机械楼Z306,1-16周,5785,于桂兰,,,土木0901
30L132Q,01,结构力学(A),土建,40,40,0,80,5,3,1,2,主校区逸夫教学楼YF东705,1-16周,5785,于桂兰,,,土木0901
30L132Q,02,结构力学(A),土建,70,70,0,80,5,3,1,2,主校区思源楼SY109,1-16周,7311,徐艳秋,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,02,结构力学(A),土建,70,70,0,80,5,5,4,2,主校区逸夫教学楼YF513,1-16周,7311,徐艳秋,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,02,结构力学(A),土建,70,70,0,80,5,1,5,2,主校区思源西楼SX201,1-16周,7311,徐艳秋,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,03,结构力学(A),土建,75,75,0,80,5,5,4,2,主校区逸夫教学楼YF508,1-16周,579,石志飞,7299,杨丽辉 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,03,结构力学(A),土建,75,75,0,80,5,1,5,2,主校区思源西楼SX107,1-16周,579,石志飞,7299,杨丽辉 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,03,结构力学(A),土建,75,75,0,80,5,3,1,2,主校区思源西楼SX302,1-16周,579,石志飞,7299,杨丽辉 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,04,结构力学(A),土建,75,74,1,80,5,5,4,2,主校区逸夫教学楼YF415,1-16周,8081,向宏军,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,04,结构力学(A),土建,75,74,1,80,5,1,5,2,主校区思源西楼SX106,1-16周,8081,向宏军,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,04,结构力学(A),土建,75,74,1,80,5,3,1,2,主校区逸夫教学楼YF615,1-16周,8081,向宏军,,,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,05,结构力学(A),土建,75,45,30,80,5,3,1,2,主校区逸夫教学楼YF614,1-16周,7837,倪永军,8233,文永奎 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,05,结构力学(A),土建,75,45,30,80,5,1,5,2,主校区思源西楼SX105,1-16周,7837,倪永军,8233,文永奎 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,05,结构力学(A),土建,75,45,30,80,5,5,4,2,主校区逸夫教学楼YF414,1-16周,7837,倪永军,8233,文永奎 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,06,结构力学(A),土建,75,75,0,80,5,1,5,2,主校区思源西楼SX101,1-16周,7611,贾影,7971,曹艳梅 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,06,结构力学(A),土建,75,75,0,80,5,3,1,2,主校区逸夫教学楼YF307,1-16周,7611,贾影,7971,曹艳梅 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L132Q,06,结构力学(A),土建,75,75,0,80,5,5,4,2,主校区逸夫教学楼YF603,1-16周,7611,贾影,7971,曹艳梅 ,土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,01,流体力学,土建,110,110,0,32,2,2,4,2,主校区思源西楼SX105,1-8周,7388,齐梅兰,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,01,流体力学,土建,110,110,0,32,2,5,5,2,主校区思源西楼SX105,1-8周,7388,齐梅兰,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,02,流体力学,土建,110,110,0,32,2,2,4,2,主校区思源西楼SX202,1-8周,1928,毛军,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,02,流体力学,土建,110,110,0,32,2,5,5,2,主校区思源西楼SX202,1-8周,1928,毛军,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,03,流体力学,土建,110,108,2,32,2,2,4,2,主校区思源西楼SX203,1-8周,7663,张群峰,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,03,流体力学,土建,110,108,2,32,2,5,5,2,主校区思源西楼SX203,1-8周,7663,张群峰,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,04,流体力学,土建,40,36,4,32,2,2,4,2,主校区逸夫教学楼YF509,1-8周,rw_marc,Marc,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L137Q,04,流体力学,土建,40,36,4,32,2,5,5,2,主校区逸夫教学楼YF603,1-8周,rw_marc,Marc,,,土木0901 土木0902 土木0903 土木0904 土木0905 土木0906 土木0907 土木0908 土木0909 土木0910 土木0911 *
30L152Q,01,土力学与地基基础,土建,35,0,35,48,3,5,1,2,主校区机械楼Z107,"1,3,5,7,9,11,13,15周",8220,陈铁林,,,工管1001
30L152Q,01,土力学与地基基础,土建,35,0,35,48,3,1,6,2,主校区机械楼Z107,1-16周,8220,陈铁林,,,工管1001
30L191Q,01,阴影透视与制图,土建,55,48,7,32,2,5,2,2,主校区逸夫教学楼YF309,1-16周,600,李雪梅1,,,艺术1001 艺术1002
30L195Q,01,土木工程概论,土建,40,35,5,32,2,3,2,2,主校区逸夫教学楼YF304,1-16周,8009,李波2,,,工管1001
30L198Q,01,建筑结构(B),土建,40,34,6,32,2,2,4,2,主校区逸夫教学楼YF304,1-8周,6395,孙静,,,工管1001
30L198Q,01,建筑结构(B),土建,40,34,6,32,2,5,2,2,主校区逸夫教学楼YF304,1-8周,6395,孙静,,,工管1001
30L236T,01,计算机平面艺术设计基础,土建,70,70,0,32,2,5,6,2,主校区思源西楼SX501,1-8周,2066,陈凡丁,,,
30L236T,01,计算机平面艺术设计基础,土建,70,70,0,32,2,2,6,2,主校区思源西楼SX501,1-8周,2066,陈凡丁,,,
30L237T,01,计算机三维造型艺术设计基础,土建,70,70,0,32,2,5,6,2,主校区思源西楼SX502,1-8周,587,崔铸,,,
30L237T,01,计算机三维造型艺术设计基础,土建,70,70,0,32,2,2,6,2,主校区思源西楼SX502,1-8周,587,崔铸,,,
30L238T,01,计算机三维效果图与特效动画作品设计,土建,70,56,14,32,2,1,6,2,主校区逸夫教学楼YF508,9-16周,587,崔铸,,,
30L238T,01,计算机三维效果图与特效动画作品设计,土建,70,56,14,32,2,4,6,2,主校区逸夫教学楼YF508,9-16周,587,崔铸,,,
30L239T,01,计算机建筑表现基础,土建,70,60,10,32,2,1,6,2,主校区逸夫教学楼YF614,9-16周,2066,陈凡丁,,,
30L239T,01,计算机建筑表现基础,土建,70,60,10,32,2,4,6,2,主校区逸夫教学楼YF614,9-16周,2066,陈凡丁,,,
